model,top_k,filename,timestamp,total_questions,evaluation_timestamp,semantic_sim_mean,semantic_sim_median,semantic_sim_std,semantic_sim_min,semantic_sim_max,bleu_mean,bleu_median,bleu_std,tfidf_mean,tfidf_median,tfidf_std,response_time_mean,response_time_median,response_time_std,length_ratio_mean,length_ratio_median,composite_score
InternVL3_5-8B-Q4_K_M,25,answer_evaluation_results_topk25_InternVL3_5-8B-Q4_K_M.json,unknown,10,2025-11-27T01:11:45.146670,0.8203210949897766,0.8601504564285278,0.1340670637700285,0.5131331086158752,0.966351330280304,0.10082694578343898,0.10730929789240534,0.06099541516982369,0.5912221684942358,0.5858213115916591,0.08819144662780477,18.190184140205382,14.812246441841125,8.55695893440737,1.8393362661333235,1.5844248291571754,0.5357431722792131
OpenGVLab_InternVL3_5-8B-Q6_K,5,answer_evaluation_results_topk5_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-26T22:45:05.629339,0.8007756531238556,0.8051182925701141,0.09406596810253026,0.6388275027275085,0.9599493741989136,0.08606546676209885,0.06047959654417842,0.0762162553549696,0.5055434381789777,0.4784888666909545,0.11955194360066904,36.51941020488739,17.571754693984985,44.28938155041779,1.6653674871855262,1.5468707316181294,0.4977929327318652
OpenGVLab_InternVL3_5-8B-Q6_K,10,answer_evaluation_results_topk10_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-26T23:20:42.156602,0.8281287014484405,0.8322177529335022,0.07646671064710606,0.6463840007781982,0.9634463787078857,0.1217495679292477,0.10478804300273362,0.08199617350665503,0.5841386004052127,0.5744884126726775,0.08773311450618299,15.581941628456116,13.973448276519775,9.17624030814791,1.630386838676324,1.6139817939733407,0.5430179310797143
OpenGVLab_InternVL3_5-8B-Q6_K,15,answer_evaluation_results_topk15_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-26T23:54:39.668429,0.7725641556084156,0.8478165566921234,0.23076684495947794,0.11926842480897903,0.9473922252655029,0.11206718388776356,0.08720963238674306,0.08363663327791261,0.558568688802233,0.5993092522146095,0.22109220597840115,12.808421277999878,12.641286492347717,5.9587431206449955,1.479625278437128,1.4126959992923016,0.5102164240503653
OpenGVLab_InternVL3_5-8B-Q6_K,20,answer_evaluation_results_topk20_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-27T00:40:40.488726,0.8515549302101135,0.8484580516815186,0.07316721977985334,0.6755958795547485,0.9532614946365356,0.07367401150053335,0.08762057528929035,0.03299862208564496,0.5972947556003978,0.6254373589360076,0.09924367382634018,47.90785744190216,17.952039122581482,92.13020906687676,5.370899853440887,2.2067008108637616,0.5419126022143248
OpenGVLab_InternVL3_5-8B-Q6_K,25,answer_evaluation_results_topk25_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-27T01:19:27.963572,0.8049620389938354,0.8490323126316071,0.1385972360906424,0.5072291493415833,0.9730689525604248,0.09428017180424285,0.08364580285032291,0.07786451905726992,0.5434596674426846,0.5398830964170173,0.13507968259087172,18.28011989593506,18.080339550971985,8.082848044147738,1.5383851677357427,1.153665860982934,0.5133067673716125
Qwen3-4B-Instruct-2507-Q8_0,5,answer_evaluation_results_topk5_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-26T22:47:16.825717,0.8532001078128815,0.8489080965518951,0.07228777366680793,0.7593302130699158,0.9579022526741028,0.08951746498811736,0.06432087811734462,0.06433479744328964,0.595472082081675,0.5652099785271762,0.10265978162290938,10.517809319496155,6.977910757064819,6.970918963635608,1.9153368554422336,1.6179954802672856,0.5467769072460903
Qwen3-4B-Instruct-2507-Q8_0,10,answer_evaluation_results_topk10_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-26T23:23:12.192623,0.8612235486507416,0.8505558967590332,0.06891880984875691,0.7435944676399231,0.956611156463623,0.10093567817705215,0.08310440021805096,0.05773925585923488,0.5860702970411584,0.5455525502614516,0.1017555071432772,12.001118350028992,7.547577142715454,8.173876512206661,1.869939460515054,1.4865163256464287,0.5505912120257598
Qwen3-4B-Instruct-2507-Q8_0,15,answer_evaluation_results_topk15_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-26T23:57:35.015830,0.8502882242202758,0.8777484893798828,0.08605735161883286,0.6924239993095398,0.9454892873764038,0.10140847214626296,0.08850425070732298,0.0563330344612207,0.5736545832425402,0.5984622890009026,0.08739693315176734,14.200827193260192,8.186314225196838,9.098303799891129,2.032644612595953,1.5155537688606282,0.5426342063047512
Qwen3-4B-Instruct-2507-Q8_0,20,answer_evaluation_results_topk20_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-27T00:43:32.525907,0.8605978667736054,0.8652410805225372,0.06968676795067018,0.7523117065429688,0.9667339324951172,0.09591126272600933,0.07802538868277306,0.06776762815770711,0.56346414234564,0.5598883908102501,0.08086552715321352,14.078391766548156,10.340421795845032,7.8655009088161965,1.7017481899693063,1.3734621030767076,0.542051768230937
Qwen3-4B-Instruct-2507-Q8_0,25,answer_evaluation_results_topk25_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-27T01:22:47.069913,0.8546456634998322,0.8496915698051453,0.05545561159461626,0.7604403495788574,0.9624623656272888,0.08292128206287902,0.07028043604305079,0.06478426792320766,0.5675829231150342,0.60914519414414,0.09228647073623812,16.943606972694397,13.281111359596252,9.9587616899012,1.8438186162589254,1.5444383531604626,0.5370095269533068
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,5,answer_evaluation_results_topk5_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-26T22:38:32.144625,0.8313685238361359,0.8553163111209869,0.10516039961059605,0.6124551892280579,0.9809146523475647,0.09984889676423118,0.054300782549158405,0.09578273790796013,0.5762179832520679,0.5645232435987357,0.11855844088270524,9.34211823940277,6.090285301208496,6.371805090303704,1.8383098550182542,1.686897098595411,0.5353674735393441
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,10,answer_evaluation_results_topk10_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-26T23:17:38.463591,0.8444566369056702,0.8596140742301941,0.08609756314555828,0.7090624570846558,0.9701026678085327,0.10503641811299817,0.08450773651481804,0.06633870848938386,0.5975449133822814,0.5649830503038913,0.09563877372446289,10.901107335090638,6.5164711475372314,7.269908999015765,1.9198635474143657,1.4926962917741586,0.548557054210852
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,15,answer_evaluation_results_topk15_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-26T23:52:02.557745,0.8673153758049011,0.897841602563858,0.08140578399238148,0.7116386890411377,0.988707423210144,0.11327722810682313,0.08261486365719345,0.08553683387827839,0.5818080647526231,0.572548235316559,0.09449474135737969,13.589163732528686,8.306198835372925,9.013370660156024,2.04247712115644,1.3485668288071841,0.5554517381797944
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,20,answer_evaluation_results_topk20_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-27T00:32:06.693095,0.8423201322555542,0.8482944667339325,0.09105141126108676,0.6660102009773254,0.9664581418037415,0.07456817166532553,0.062294221625549734,0.049901830135662684,0.5667607742472082,0.5468712790667424,0.10406777231721243,15.152368855476379,11.087985515594482,9.002350410838945,1.9922852254596097,1.8643597480976122,0.5293267366759818
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,25,answer_evaluation_results_topk25_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-27T01:15:54.247415,0.8503932058811188,0.854022353887558,0.07502572832569489,0.735589325428009,0.9693751335144043,0.07426950734514397,0.05243652281861898,0.06616892866555904,0.5483003358815884,0.5541526100784884,0.09098584252726362,15.49374454021454,11.141865253448486,9.531192344386813,1.8270128554323093,1.494135211698951,0.5269282353204672
Qwen3-8B-Q4_K_M,5,answer_evaluation_results_topk5_Qwen3-8B-Q4_K_M.json,unknown,10,2025-11-26T22:10:27.347316,0.8289050757884979,0.8390424251556396,0.08292774662944755,0.7213348746299744,0.9508655667304993,0.06253931867532192,0.060146505331989925,0.03047053436208336,0.5160029810989789,0.49210528655553254,0.10417893225876146,25.67966055870056,24.47436487674713,12.02633549265454,2.254426607661812,1.8354384975751075,0.5051247202476895
Qwen3-8B-Q4_K_M,10,answer_evaluation_results_topk10_Qwen3-8B-Q4_K_M.json,unknown,10,2025-11-26T22:51:52.022975,0.8244199931621552,0.8282346725463867,0.08871535318304063,0.6987025737762451,0.9441709518432617,0.06399893288820561,0.057479002173038626,0.03409375325540526,0.5348653176655628,0.5211584471918498,0.07939582758462953,24.748490262031556,25.740801572799683,9.14430291821783,2.1887411146389466,2.130315023761626,0.5094272724309926
Qwen3-8B-Q4_K_M,15,answer_evaluation_results_topk15_Qwen3-8B-Q4_K_M.json,unknown,10,2025-11-26T23:27:31.501488,0.832789421081543,0.8557612597942352,0.09450614456276558,0.6698381900787354,0.9573601484298706,0.08010461626617743,0.06484539689041081,0.050845172031854485,0.5593300439897553,0.550588570077376,0.12383591994587481,23.14728651046753,25.037261128425598,6.858230064441965,2.0845970988840574,1.8382649639931192,0.5249461665093971
Qwen3-8B-Q4_K_M,20,answer_evaluation_results_topk20_Qwen3-8B-Q4_K_M.json,unknown,10,2025-11-27T00:03:05.809273,0.8424873411655426,0.8348323404788971,0.0803940275748665,0.6828398704528809,0.957790732383728,0.08508136160496119,0.06557309077132348,0.05430936004876799,0.5357504372211113,0.4880837170924777,0.0936981937514743,29.844503688812257,28.439868450164795,12.98975963829686,2.042168181238405,1.9895311044717048,0.5232444761140388
Qwen3-8B-Q4_K_M,25,answer_evaluation_results_topk25_Qwen3-8B-Q4_K_M.json,unknown,10,2025-11-27T00:49:03.740523,0.8397746801376342,0.834723174571991,0.08062765446765487,0.6995300054550171,0.9559759497642517,0.09163106400071791,0.06687469529337588,0.06634966371055658,0.5363464912564099,0.5227168092458281,0.08316277561660619,30.29608025550842,29.673567295074463,8.38863794338012,2.0586267586664158,1.6503844864281758,0.524303138632192
Qwen3-8B-Q5_K_M,5,answer_evaluation_results_topk5_Qwen3-8B-Q5_K_M.json,unknown,10,2025-11-26T22:15:41.926200,0.7865280151367188,0.8101626634597778,0.11314631591924139,0.6373892426490784,0.9679141640663147,0.053845099323119795,0.05194082893269475,0.02768892331837386,0.5423658316509665,0.5416104954705732,0.0960364207637977,28.35768578052521,27.41855263710022,16.099815069557287,2.422178319146627,2.507592887421617,0.4934744853469134
Qwen3-8B-Q5_K_M,10,answer_evaluation_results_topk10_Qwen3-8B-Q5_K_M.json,unknown,10,2025-11-26T22:57:02.075467,0.8566904306411743,0.866267204284668,0.08310083812922675,0.7019872665405273,0.9651663899421692,0.08291520109950516,0.06359295472240116,0.05493230936432052,0.550508543401519,0.5444447874826327,0.0859670337491562,28.002854347229004,28.011319518089294,10.87945930163267,2.295142157594839,2.064745497205634,0.532703295606777
Qwen3-8B-Q5_K_M,15,answer_evaluation_results_topk15_Qwen3-8B-Q5_K_M.json,unknown,10,2025-11-26T23:33:07.360271,0.8302307188510895,0.8249004483222961,0.09022965486967002,0.6693573594093323,0.9585062265396118,0.06128001130101194,0.05621843139560244,0.03359080243740711,0.5264158464717562,0.5171633615386749,0.07259283423387035,30.725372195243835,29.50117301940918,12.441898969327367,2.391984943263094,2.02060300591854,0.5084010448722662
Qwen3-8B-Q5_K_M,20,answer_evaluation_results_topk20_Qwen3-8B-Q5_K_M.json,unknown,10,2025-11-27T00:09:57.879557,0.842681610584259,0.8388307094573975,0.0837003870752266,0.7028499841690063,0.9524542689323425,0.06859169920758632,0.056901156328067595,0.044492691586746284,0.4918431240503246,0.48683727294896195,0.11917200169530247,38.22086145877838,34.952597975730896,15.18491318526574,2.5770395978262934,2.274819441155577,0.5052030912110769
Qwen3-8B-Q5_K_M,25,answer_evaluation_results_topk25_Qwen3-8B-Q5_K_M.json,unknown,10,2025-11-27T00:55:20.036691,0.829243952035904,0.8288121521472931,0.07368407706038176,0.6938637495040894,0.9508365988731384,0.06944119700179094,0.051099555192168966,0.039667730928749284,0.5261196981187659,0.5707473525334896,0.09659212518455526,34.69356386661529,32.152971386909485,9.996439509205622,2.4822348911327383,2.304264337152687,0.5103658493505286
Qwen3-8B-Q6_K,5,answer_evaluation_results_topk5_Qwen3-8B-Q6_K.json,unknown,10,2025-11-26T22:21:41.350434,0.8333927154541015,0.844864010810852,0.07144056471766136,0.691444456577301,0.9247660636901855,0.07463493313738054,0.06709508810478444,0.037802178027619274,0.5565694590418963,0.5403781045260534,0.0815036689450529,32.96643187999725,31.276005387306213,18.119326987517493,2.4036071491303845,2.2997056830565326,0.5227184038354237
Qwen3-8B-Q6_K,10,answer_evaluation_results_topk10_Qwen3-8B-Q6_K.json,unknown,10,2025-11-26T23:02:01.029558,0.8502682507038116,0.8502747118473053,0.07837481476737054,0.6725485920906067,0.9600751996040344,0.0820020349627153,0.07292731731324302,0.04124516262773551,0.5464743253277622,0.5228352421773097,0.10519105994257652,26.551338815689085,23.266801238059998,8.274579566001869,2.2184110524043,2.0070647103414094,0.5286502083686679
Qwen3-8B-Q6_K,15,answer_evaluation_results_topk15_Qwen3-8B-Q6_K.json,unknown,10,2025-11-26T23:39:19.850617,0.8196612238883972,0.8428900241851807,0.09729648432796553,0.6095941066741943,0.9319849014282227,0.06959882736728461,0.056139537177988294,0.04882420614390162,0.5279527954099537,0.500494706261213,0.10867227758289437,33.60940473079681,36.391244769096375,9.064652985530413,2.4906517843559675,2.5178393384598126,0.5071299763885304
Qwen3-8B-Q6_K,20,answer_evaluation_results_topk20_Qwen3-8B-Q6_K.json,unknown,10,2025-11-27T00:16:15.504934,0.8334301233291626,0.861264556646347,0.08937911177132317,0.6652504205703735,0.9615501761436462,0.08011600957332793,0.06518945981765964,0.04194460496645849,0.5528846948934636,0.5509624987541841,0.07207551577917154,34.86187410354614,34.46917164325714,13.337956161197502,2.12412617247779,1.8149330664569083,0.5232722606717024
Qwen3-8B-Q6_K,25,answer_evaluation_results_topk25_Qwen3-8B-Q6_K.json,unknown,10,2025-11-27T01:02:11.250652,0.8335315883159637,0.8207627534866333,0.08528352279766803,0.6931208372116089,0.9645751714706421,0.06890089924631837,0.05742526341260522,0.045609182396057345,0.5067559507565192,0.46731460117218004,0.09826039706088009,38.050297594070436,37.34588277339935,11.152830914832847,2.511019458195695,2.796045691625481,0.5061096903272368
