model,top_k,gold_standard_path,filename,timestamp,total_questions,evaluation_timestamp,semantic_sim_mean,semantic_sim_median,semantic_sim_std,semantic_sim_min,semantic_sim_max,bleu_mean,bleu_median,bleu_std,tfidf_mean,tfidf_median,tfidf_std,response_time_mean,response_time_median,response_time_std,length_ratio_mean,length_ratio_median,composite_score
InternVL3_5-2B-Q6_K,15,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk15_InternVL3_5-2B-Q6_K.json,unknown,10,2025-11-26T23:41:50.243937,0.8217505276203155,0.7880868911743164,0.0997221065398515,0.6861622333526611,0.9595600366592407,0.07906237607289555,0.07360593183936456,0.04294475247528448,0.5396895408700313,0.5211557682428966,0.0788718565769863,12.623379683494568,8.575930714607239,10.833269367265341,1.8013858286866724,1.5644711091148258,0.5143257861310043
InternVL3_5-2B-Q6_K,15,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk15_InternVL3_5-2B-Q6_K_20251127_124201.json,20251127_124201,7,2025-11-27T12:42:09.414205,0.826090327330998,0.9032143354415894,0.14054644483573464,0.5745583176612854,0.9461154937744141,0.11033701189793275,0.1249988641489089,0.05256525159613547,0.575666473452207,0.5340813635224689,0.10070698611533088,11.942223821367536,7.787891626358032,11.930465778748339,1.7638520488430494,1.5027870680044593,0.5362371765374411
InternVL3_5-2B-Q6_K,20,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk20_InternVL3_5-2B-Q6_K.json,unknown,10,2025-11-27T00:18:48.781527,0.8119259834289551,0.8092292547225952,0.11516906503096758,0.5795474052429199,0.9758425951004028,0.07190968105699387,0.05911204829247621,0.06063019300806462,0.5330651002734973,0.5337730887946177,0.07626094891512573,12.706867265701295,10.156615138053894,8.089715681124787,1.692510162677658,1.0876924055112016,0.5062628277707294
InternVL3_5-2B-Q6_K,20,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk20_InternVL3_5-2B-Q6_K_20251127_131933.json,20251127_131933,7,2025-11-27T13:19:41.135753,0.8049184339387077,0.8137718439102173,0.1328704863892318,0.5873039960861206,0.9740917682647705,0.08807928647638454,0.060091291804142376,0.10533736840939337,0.48493279669999145,0.4774267376218613,0.10880576846261779,12.457404068538121,8.497897863388062,9.137402238498584,2.0575152947027324,0.9382022471910112,0.49387099852839583
InternVL3_5-2B-Q6_K,25,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk25_InternVL3_5-2B-Q6_K.json,unknown,10,2025-11-27T01:05:21.514932,0.8356641948223114,0.8441615700721741,0.07535573607012766,0.710044801235199,0.9680911898612976,0.08880103988074674,0.0714768352707218,0.052509582399961494,0.5677888177700238,0.5602346142662542,0.10166058902708178,16.298498153686523,9.393466353416443,14.43797219596834,1.5939173324290448,1.5342965834910833,0.5312426352241557
InternVL3_5-2B-Q6_K,25,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk25_InternVL3_5-2B-Q6_K_20251127_140629.json,20251127_140629,7,2025-11-27T14:06:37.676834,0.8109329087393624,0.8264774084091187,0.1158552431065901,0.6113916039466858,0.9600788950920105,0.09720249360337416,0.08370129651673486,0.07885420408734835,0.5573889083255689,0.572200828044985,0.06560758050303925,11.590363570622035,9.311327457427979,6.101280179291362,1.8459650988635325,1.5500848896434636,0.5207505840744279
InternVL3_5-2B-Q8_0,5,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk5_InternVL3_5-2B-Q8_0.json,unknown,10,2025-11-26T22:31:14.849468,0.8078495860099792,0.8253780007362366,0.09372254390758494,0.6718319058418274,0.9197622537612915,0.07445009153181675,0.06806749227690885,0.06183315015113296,0.5411063619372325,0.5474136515858736,0.08173560030494008,12.112619709968566,10.130830645561218,10.546185288059169,1.4483485283172786,1.582792122751555,0.5078067704447066
InternVL3_5-2B-Q8_0,10,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk10_InternVL3_5-2B-Q8_0.json,unknown,10,2025-11-26T23:12:13.419489,0.8385377705097199,0.865418016910553,0.09814778894071492,0.6941988468170166,0.963405966758728,0.09793645909426389,0.07157464791336886,0.09758318251185089,0.55759115278497,0.5418240205226892,0.09250022334602258,23.51126284599304,5.470863699913025,39.69893224634742,4.102995837144379,1.4419804770602038,0.5320733917676581
InternVL3_5-2B-Q8_0,15,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk15_InternVL3_5-2B-Q8_0.json,unknown,10,2025-11-26T23:43:49.223135,0.829009759426117,0.8294847011566162,0.1057477760605145,0.630418598651886,0.9645994305610657,0.07833660141725945,0.0791901470469488,0.036888264813583205,0.5643636239781281,0.5358469057043458,0.07895609471666228,9.26156017780304,6.518280029296875,5.704374459717887,1.7579899667612888,1.6640703077322798,0.524413971389063
InternVL3_5-2B-Q8_0,15,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk15_InternVL3_5-2B-Q8_0_20251127_124401.json,20251127_124401,7,2025-11-27T12:44:09.951655,0.8291566286768232,0.8774910569190979,0.12022869226970957,0.6583687663078308,0.9477219581604004,0.09497557617332121,0.0969881942465141,0.04803259302732805,0.5751768735288784,0.5695005509230217,0.09610578035056094,7.27789534841265,4.697557210922241,4.59749643518679,1.9348535883933649,1.7181663837011885,0.5327083863813892
InternVL3_5-2B-Q8_0,20,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk20_InternVL3_5-2B-Q8_0.json,unknown,10,2025-11-27T00:22:40.289833,0.8264581084251403,0.8548795580863953,0.11203557410387156,0.5647663474082947,0.9407427906990051,0.07264275754785425,0.06709149395214994,0.04147281335183056,0.5842524104504854,0.5896891419521103,0.10284774300655328,20.5149507522583,7.8806092739105225,27.569862394038708,1.7315401011063773,1.5407701050957732,0.5276517937695581
InternVL3_5-2B-Q8_0,20,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk20_InternVL3_5-2B-Q8_0_20251127_132326.json,20251127_132326,7,2025-11-27T13:23:33.871071,0.806278509753091,0.8839865922927856,0.12640522667978452,0.6489482522010803,0.9468742609024048,0.08386684042348122,0.05638468738119024,0.06799339502392752,0.5126886236840219,0.5140238628093837,0.08256366145241978,20.635171788079397,7.759959697723389,32.233413102114355,2.250828923489323,1.4656084656084656,0.5014780431334874
InternVL3_5-2B-Q8_0,25,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk25_InternVL3_5-2B-Q8_0.json,unknown,10,2025-11-27T01:08:13.605808,0.8060697376728058,0.7905524671077728,0.10635947055093037,0.6263155937194824,0.9709028005599976,0.08604417179892158,0.07457474980605006,0.05295281324236028,0.524893585207883,0.5425016955807225,0.08034792671063758,14.581801295280457,10.480716824531555,8.799446688921428,1.5614828720572889,1.6136062644006381,0.5057092221711638
InternVL3_5-2B-Q8_0,25,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk25_InternVL3_5-2B-Q8_0_20251127_140929.json,20251127_140929,7,2025-11-27T14:09:37.393026,0.8047058837754386,0.8004816770553589,0.1337113461777469,0.6214879155158997,0.9649046659469604,0.09922032149743899,0.05585440429049029,0.07791967519567955,0.4929529713892336,0.5015513164536674,0.11681491968923226,13.653731618608747,9.39282488822937,9.006011575695625,1.774933425214909,1.3954128440366973,0.49953434137617725
InternVL3_5-8B-Q4_K_M,5,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk5_InternVL3_5-8B-Q4_K_M.json,unknown,10,2025-11-26T22:35:44.798267,0.815820699930191,0.830013781785965,0.08986949286263625,0.6377847194671631,0.9381732940673828,0.07478231612610534,0.07303282860034188,0.026608568143957075,0.5306222267542452,0.5354756448966658,0.08954537737935028,24.094658041000365,14.47717010974884,30.42635816616612,1.614538375661514,1.5301739390052413,0.5079496428361815
InternVL3_5-8B-Q4_K_M,10,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk10_InternVL3_5-8B-Q4_K_M.json,unknown,10,2025-11-26T23:14:35.085238,0.839557695388794,0.8504901826381683,0.08175071852968548,0.6353476643562317,0.9342883825302124,0.09993308011652179,0.09857069401437296,0.0448543075839637,0.5896644787513157,0.5940460452761123,0.08244103095402501,11.04544768333435,11.45355999469757,4.056509568431163,1.575504698424444,1.531169285717586,0.5427023458158688
InternVL3_5-8B-Q4_K_M,15,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk15_InternVL3_5-8B-Q4_K_M.json,unknown,10,2025-11-26T23:48:27.888969,0.8502088844776153,0.869878351688385,0.08325735474654053,0.6522895693778992,0.9572075605392456,0.1101813175972616,0.11694910576484434,0.043984004168359535,0.6138916356199775,0.6030329242344799,0.07932478636800351,25.201169109344484,13.517311692237854,33.526242055878654,1.683523938595508,1.458686630030754,0.5573054397562179
InternVL3_5-8B-Q4_K_M,15,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk15_InternVL3_5-8B-Q4_K_M_20251127_124843.json,20251127_124843,7,2025-11-27T12:48:51.641476,0.834844878741673,0.9003214836120605,0.11960335992590268,0.6364040970802307,0.9530985355377197,0.13822712066753792,0.14921539600591788,0.04696556569175146,0.6151879442345234,0.6429938660313311,0.08829688483639701,26.116357735225133,8.698412895202637,39.78611834311558,1.5167105267889112,1.5883597883597884,0.5599624709672876
InternVL3_5-8B-Q4_K_M,20,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk20_InternVL3_5-8B-Q4_K_M.json,unknown,10,2025-11-27T00:28:06.083310,0.8454665899276733,0.842564582824707,0.09564343280143019,0.6520097255706787,0.9797073602676392,0.0957108537579999,0.09519172638584045,0.04445951500372296,0.6054963202622948,0.5962174212974483,0.06832591887563141,29.66666226387024,14.714360356330872,46.799717218376024,1.6658860523971046,1.5202813654156622,0.5485487881771578
InternVL3_5-8B-Q4_K_M,20,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk20_InternVL3_5-8B-Q4_K_M_20251127_132851.json,20251127_132851,7,2025-11-27T13:28:59.915796,0.839555697781699,0.9162205457687378,0.12471769703654466,0.6404436826705933,0.969220757484436,0.12957510876815143,0.10172340800549876,0.06983005125058278,0.6157482977706478,0.6452636446781838,0.10267766363250914,34.95940811293466,12.878955841064453,54.863153478207295,1.8149610882998772,1.2911985018726593,0.5594193010743194
InternVL3_5-8B-Q4_K_M,25,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk25_InternVL3_5-8B-Q4_K_M.json,unknown,10,2025-11-27T01:11:45.146670,0.8203210949897766,0.8601504564285278,0.1340670637700285,0.5131331086158752,0.966351330280304,0.10082694578343898,0.10730929789240534,0.06099541516982369,0.5912221684942358,0.5858213115916591,0.08819144662780477,18.190184140205382,14.812246441841125,8.55695893440737,1.8393362661333235,1.5844248291571754,0.5357431722792131
InternVL3_5-8B-Q4_K_M,25,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk25_InternVL3_5-8B-Q4_K_M_20251127_141301.json,20251127_141301,7,2025-11-27T14:13:09.790949,0.7842241993972233,0.8985951542854309,0.19543944789136172,0.370989054441452,0.9567669630050659,0.11682155278485207,0.09205143813066195,0.0748871440905901,0.582410513125679,0.6110349500125143,0.14896262006343758,17.2665080342974,14.534385681152344,10.131517365152853,1.7105692271287656,1.416931216931217,0.5234592995320486
OpenGVLab_InternVL3_5-8B-Q6_K,5,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk5_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-26T22:45:05.629339,0.8007756531238556,0.8051182925701141,0.09406596810253026,0.6388275027275085,0.9599493741989136,0.08606546676209885,0.06047959654417842,0.0762162553549696,0.5055434381789777,0.4784888666909545,0.11955194360066904,36.51941020488739,17.571754693984985,44.28938155041779,1.6653674871855262,1.5468707316181294,0.4977929327318652
OpenGVLab_InternVL3_5-8B-Q6_K,10,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk10_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-26T23:20:42.156602,0.8281287014484405,0.8322177529335022,0.07646671064710606,0.6463840007781982,0.9634463787078857,0.1217495679292477,0.10478804300273362,0.08199617350665503,0.5841386004052127,0.5744884126726775,0.08773311450618299,15.581941628456116,13.973448276519775,9.17624030814791,1.630386838676324,1.6139817939733407,0.5430179310797143
OpenGVLab_InternVL3_5-8B-Q6_K,15,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk15_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-26T23:54:39.668429,0.7725641556084156,0.8478165566921234,0.23076684495947794,0.11926842480897903,0.9473922252655029,0.11206718388776356,0.08720963238674306,0.08363663327791261,0.558568688802233,0.5993092522146095,0.22109220597840115,12.808421277999878,12.641286492347717,5.9587431206449955,1.479625278437128,1.4126959992923016,0.5102164240503653
OpenGVLab_InternVL3_5-8B-Q6_K,15,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk15_OpenGVLab_InternVL3_5-8B-Q6_K_20251127_125502.json,20251127_125502,7,2025-11-27T12:55:10.865588,0.698389858007431,0.6939941644668579,0.25734802431393344,0.1364057958126068,0.9532884955406189,0.10500439745493959,0.10386151167032702,0.07815127206991984,0.5292570256970068,0.6168455972118412,0.24917177117238726,9.733931166785103,10.190524578094482,3.457227970028971,1.5729531949428825,0.9375661375661376,0.4696343701485563
OpenGVLab_InternVL3_5-8B-Q6_K,20,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk20_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-27T00:40:40.488726,0.8515549302101135,0.8484580516815186,0.07316721977985334,0.6755958795547485,0.9532614946365356,0.07367401150053335,0.08762057528929035,0.03299862208564496,0.5972947556003978,0.6254373589360076,0.09924367382634018,47.90785744190216,17.952039122581482,92.13020906687676,5.370899853440887,2.2067008108637616,0.5419126022143248
OpenGVLab_InternVL3_5-8B-Q6_K,20,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk20_OpenGVLab_InternVL3_5-8B-Q6_K_20251127_134122.json,20251127_134122,7,2025-11-27T13:41:36.942937,0.8110956379345485,0.819886326789856,0.08680208535412806,0.6604340076446533,0.943961501121521,0.0649362855737461,0.07083552335272038,0.037125465095600135,0.5648610230823986,0.6385141007235937,0.12041491518672735,59.10379481315613,17.130775690078735,109.08941483175322,7.007017574756678,2.3054626532887403,0.5133774477706629
OpenGVLab_InternVL3_5-8B-Q6_K,25,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk25_OpenGVLab_InternVL3_5-8B-Q6_K.json,unknown,10,2025-11-27T01:19:27.963572,0.8049620389938354,0.8490323126316071,0.1385972360906424,0.5072291493415833,0.9730689525604248,0.09428017180424285,0.08364580285032291,0.07786451905726992,0.5434596674426846,0.5398830964170173,0.13507968259087172,18.28011989593506,18.080339550971985,8.082848044147738,1.5383851677357427,1.153665860982934,0.5133067673716125
OpenGVLab_InternVL3_5-8B-Q6_K,25,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk25_OpenGVLab_InternVL3_5-8B-Q6_K_20251127_142053.json,20251127_142053,7,2025-11-27T14:21:02.074240,0.7574972850935799,0.8378109931945801,0.19697031826919473,0.36687660217285156,0.9628466963768005,0.08661512944317466,0.09212762261322047,0.08011629358812777,0.518921198199738,0.6282710380509535,0.17873929059724097,15.186122110911779,13.827244520187378,7.586401738157076,1.5147564649560297,1.9286510590858417,0.48465981233030575
Qwen3-4B-Instruct-2507-Q8_0,5,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk5_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-26T22:47:16.825717,0.8532001078128815,0.8489080965518951,0.07228777366680793,0.7593302130699158,0.9579022526741028,0.08951746498811736,0.06432087811734462,0.06433479744328964,0.595472082081675,0.5652099785271762,0.10265978162290938,10.517809319496155,6.977910757064819,6.970918963635608,1.9153368554422336,1.6179954802672856,0.5467769072460903
Qwen3-4B-Instruct-2507-Q8_0,10,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk10_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-26T23:23:12.192623,0.8612235486507416,0.8505558967590332,0.06891880984875691,0.7435944676399231,0.956611156463623,0.10093567817705215,0.08310440021805096,0.05773925585923488,0.5860702970411584,0.5455525502614516,0.1017555071432772,12.001118350028992,7.547577142715454,8.173876512206661,1.869939460515054,1.4865163256464287,0.5505912120257598
Qwen3-4B-Instruct-2507-Q8_0,15,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk15_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-26T23:57:35.015830,0.8502882242202758,0.8777484893798828,0.08605735161883286,0.6924239993095398,0.9454892873764038,0.10140847214626296,0.08850425070732298,0.0563330344612207,0.5736545832425402,0.5984622890009026,0.08739693315176734,14.200827193260192,8.186314225196838,9.098303799891129,2.032644612595953,1.5155537688606282,0.5426342063047512
Qwen3-4B-Instruct-2507-Q8_0,15,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk15_Qwen3-4B-Instruct-2507-Q8_0_20251127_125756.json,20251127_125756,7,2025-11-27T12:58:04.749956,0.8260288664272853,0.8886473774909973,0.13013033777814545,0.5570018291473389,0.941808819770813,0.12802235616163918,0.1286372135348064,0.07757874784906453,0.5448626034278471,0.6079898574678673,0.1344085599023208,9.446206297193255,7.677789211273193,6.476896888738549,1.7133481952094878,1.481216457960644,0.5322770344477601
Qwen3-4B-Instruct-2507-Q8_0,20,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk20_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-27T00:43:32.525907,0.8605978667736054,0.8652410805225372,0.06968676795067018,0.7523117065429688,0.9667339324951172,0.09591126272600933,0.07802538868277306,0.06776762815770711,0.56346414234564,0.5598883908102501,0.08086552715321352,14.078391766548156,10.340421795845032,7.8655009088161965,1.7017481899693063,1.3734621030767076,0.542051768230937
Qwen3-4B-Instruct-2507-Q8_0,20,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk20_Qwen3-4B-Instruct-2507-Q8_0_20251127_134417.json,20251127_134417,7,2025-11-27T13:44:25.274821,0.8411029236657279,0.89198899269104,0.11845368658597343,0.6493713855743408,0.9596341848373413,0.11836336394818014,0.14306056500518813,0.07848760206380746,0.5533242743134894,0.6328355841570233,0.1457411096560113,9.564777612686157,9.093003273010254,4.47984256246979,1.3783965794709705,1.1256880733944954,0.5379474609447921
Qwen3-4B-Instruct-2507-Q8_0,25,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk25_Qwen3-4B-Instruct-2507-Q8_0.json,unknown,10,2025-11-27T01:22:47.069913,0.8546456634998322,0.8496915698051453,0.05545561159461626,0.7604403495788574,0.9624623656272888,0.08292128206287902,0.07028043604305079,0.06478426792320766,0.5675829231150342,0.60914519414414,0.09228647073623812,16.943606972694397,13.281111359596252,9.9587616899012,1.8438186162589254,1.5444383531604626,0.5370095269533068
Qwen3-4B-Instruct-2507-Q8_0,25,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk25_Qwen3-4B-Instruct-2507-Q8_0_20251127_142413.json,20251127_142413,7,2025-11-27T14:24:21.695070,0.8299573319298881,0.8746880292892456,0.12875548832919476,0.6051961779594421,0.9573922157287598,0.10049570926518714,0.07604904668080127,0.08793418127791153,0.5565990548695837,0.6238439325877339,0.14086960285769323,11.309177126203265,8.797062397003174,5.6545555938412155,1.375870132223399,1.595925297113752,0.5291113620123865
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,5,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk5_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-26T22:38:32.144625,0.8313685238361359,0.8553163111209869,0.10516039961059605,0.6124551892280579,0.9809146523475647,0.09984889676423118,0.054300782549158405,0.09578273790796013,0.5762179832520679,0.5645232435987357,0.11855844088270524,9.34211823940277,6.090285301208496,6.371805090303704,1.8383098550182542,1.686897098595411,0.5353674735393441
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,10,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk10_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-26T23:17:38.463591,0.8444566369056702,0.8596140742301941,0.08609756314555828,0.7090624570846558,0.9701026678085327,0.10503641811299817,0.08450773651481804,0.06633870848938386,0.5975449133822814,0.5649830503038913,0.09563877372446289,10.901107335090638,6.5164711475372314,7.269908999015765,1.9198635474143657,1.4926962917741586,0.548557054210852
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,15,data/test/sonar_gold_standard_dataset.json,answer_evaluation_results_topk15_Qwen3-4B-Instruct-2507-UD-Q6_K_XL.json,unknown,10,2025-11-26T23:52:02.557745,0.8673153758049011,0.897841602563858,0.08140578399238148,0.7116386890411377,0.988707423210144,0.11327722810682313,0.08261486365719345,0.08553683387827839,0.5818080647526231,0.572548235316559,0.09449474135737969,13.589163732528686,8.306198835372925,9.013370660156024,2.04247712115644,1.3485668288071841,0.5554517381797944
Qwen3-4B-Instruct-2507-UD-Q6_K_XL,15,data/test/sonar_reasoning_pro_gold_standard_dataset.json,answer_evaluation_results_topk15_Qwen3-4B-Instruct-2507-UD-Q6_K_XL_20251127_125224.json,20251127_125224,7,2025-11-27T12:52:32.447084,0.830980224268777,0.8708322048187256,0.12699282527462913,0.5833833813667297,0.9802166819572449,0.13478878694922178,0.13684097338374882,0.07767293732290365,0.5399116041602676,0.5937325952289974,0.1274777639363585,9.335286957877022,7.592029809951782,7.060339834080896,1.812117227053934,1.0411985018726593,0.5348022070403576
